contribution_id,policy_id,contribution_date,gross_amount,wakalah_fee_shareholders_fund,prf_amount,pif_amount,payment_method
CTB00002224,POL0000485,2025-09-25,850.56,289.19,561.37,0.0,Online Banking
CTB00002225,POL0004307,2025-10-12,185.65,31.56,154.09,0.0,Auto-Debit
CTB00002226,POL0004426,2026-01-05,835.67,267.41,176.16,392.1,Online Banking
CTB00002227,POL0003719,2024-08-29,1593.82,270.95,1322.87,0.0,Online Banking
CTB00002228,POL0003423,2026-04-11,1295.74,194.36,1101.38,0.0,Online Banking
CTB00002229,POL0003471,2026-03-15,628.39,201.08,427.31,0.0,Salary Deduction
CTB00002230,POL0002184,2024-04-09,1288.45,373.65,914.8,0.0,Salary Deduction
CTB00002231,POL0000604,2026-08-30,1443.43,375.29,1068.14,0.0,Credit Card
CTB00002232,POL0001071,2026-08-29,1823.7,291.79,1531.91,0.0,Online Banking
CTB00002233,POL0002412,2026-05-28,1060.81,275.81,274.75,510.25,Auto-Debit
CTB00002234,POL0001318,2026-02-04,834.94,150.29,335.48,349.17,Salary Deduction
CTB00002235,POL0002849,2025-01-09,1444.36,259.98,1184.38,0.0,Auto-Debit
CTB00002236,POL0002570,2024-07-12,817.42,253.4,564.02,0.0,Credit Card
CTB00002237,POL0004291,2025-07-12,1635.47,327.09,327.1,981.28,Credit Card
CTB00002238,POL0000839,2025-06-11,1096.87,263.25,833.62,0.0,Auto-Debit
CTB00002239,POL0003208,2022-10-14,1489.55,402.18,1087.37,0.0,Credit Card
CTB00002240,POL0003360,2024-11-04,578.64,104.16,474.48,0.0,Auto-Debit
CTB00002241,POL0002366,2023-02-10,760.7,129.32,195.73,435.65,Auto-Debit
CTB00002242,POL0003640,2025-12-17,1650.47,528.15,1122.32,0.0,Auto-Debit
CTB00002243,POL0001700,2026-04-01,1236.9,420.55,367.36,448.99,Credit Card
CTB00002244,POL0000547,2026-01-26,415.49,99.72,315.77,0.0,Credit Card
CTB00002245,POL0002381,2026-06-26,878.7,202.1,676.6,0.0,Credit Card
CTB00002246,POL0004398,2024-03-26,867.1,260.13,606.97,0.0,Credit Card
CTB00002247,POL0002449,2026-02-16,933.13,214.62,143.7,574.81,Online Banking
CTB00002248,POL0002325,2026-05-02,593.58,195.88,397.7,0.0,Salary Deduction
CTB00002249,POL0001737,2026-04-16,1218.86,182.83,1036.03,0.0,Online Banking
CTB00002250,POL0000890,2026-09-02,76.65,20.7,55.95,0.0,Salary Deduction
CTB00002251,POL0000989,2026-03-21,693.45,221.9,471.55,0.0,Online Banking
CTB00002252,POL0001135,2025-03-28,1045.32,219.52,825.8,0.0,Auto-Debit
CTB00002253,POL0003938,2026-03-10,1253.53,388.59,864.94,0.0,Online Banking
CTB00002254,POL0002950,2024-12-25,216.67,36.83,179.84,0.0,Credit Card
CTB00002255,POL0004535,2026-04-25,1351.75,446.08,271.7,633.97,Auto-Debit
CTB00002256,POL0004446,2026-05-11,1176.86,317.75,859.11,0.0,Auto-Debit
CTB00002257,POL0000761,2026-02-24,661.45,224.89,96.04,340.52,Salary Deduction
CTB00002258,POL0002010,2026-03-10,1334.81,387.09,947.72,0.0,Auto-Debit
CTB00002259,POL0000837,2024-09-11,1275.53,344.39,931.14,0.0,Salary Deduction
CTB00002260,POL0001909,2026-03-28,1736.85,590.53,1146.32,0.0,Online Banking
CTB00002261,POL0002501,2026-02-12,1052.36,336.76,715.6,0.0,Auto-Debit
CTB00002262,POL0003469,2022-01-01,1397.29,209.59,475.08,712.62,Auto-Debit
CTB00002263,POL0004368,2023-01-18,237.07,45.04,88.33,103.7,Salary Deduction
CTB00002264,POL0000391,2022-08-02,1709.66,341.93,1367.73,0.0,Auto-Debit
CTB00002265,POL0003052,2025-10-05,1801.16,504.32,1296.84,0.0,Online Banking
CTB00002266,POL0002050,2026-04-14,1770.55,584.28,474.51,711.76,Credit Card
CTB00002267,POL0001700,2026-05-28,1236.9,346.33,418.57,472.0,Salary Deduction
CTB00002268,POL0002380,2022-03-31,832.42,149.84,238.9,443.68,Online Banking
CTB00002269,POL0000079,2026-03-09,1919.91,614.37,313.33,992.21,Credit Card
CTB00002270,POL0002632,2025-06-28,1190.68,297.67,893.01,0.0,Online Banking
CTB00002271,POL0001966,2023-08-03,1925.25,327.29,1597.96,0.0,Auto-Debit
CTB00002272,POL0000562,2026-07-06,1106.71,210.27,385.47,510.97,Online Banking
CTB00002273,POL0001120,2025-08-26,470.44,112.91,357.53,0.0,Online Banking
CTB00002274,POL0002023,2025-04-30,86.16,19.82,14.59,51.75,Credit Card
CTB00002275,POL0001573,2025-11-22,1249.3,212.38,362.92,674.0,Credit Card
CTB00002276,POL0003180,2023-09-24,1822.4,492.05,1330.35,0.0,Online Banking
CTB00002277,POL0002025,2026-07-17,348.66,76.71,133.26,138.69,Auto-Debit
CTB00002278,POL0004357,2026-05-07,1526.55,442.7,303.48,780.37,Credit Card
CTB00002279,POL0003198,2026-05-13,588.83,123.65,465.18,0.0,Online Banking
CTB00002280,POL0002752,2025-03-12,1782.78,338.73,1444.05,0.0,Credit Card
CTB00002281,POL0004004,2025-09-21,156.94,48.65,35.74,72.55,Auto-Debit
CTB00002282,POL0000872,2026-08-21,1807.3,433.75,315.92,1057.63,Salary Deduction
CTB00002283,POL0004867,2023-12-09,400.65,88.14,65.63,246.88,Credit Card
CTB00002284,POL0000220,2025-08-23,761.49,137.07,193.57,430.85,Credit Card
CTB00002285,POL0000683,2025-11-29,1648.24,494.47,392.28,761.49,Auto-Debit
CTB00002286,POL0002067,2026-09-10,563.9,101.5,462.4,0.0,Auto-Debit
CTB00002287,POL0002604,2023-04-23,764.24,152.85,611.39,0.0,Auto-Debit
CTB00002288,POL0001567,2022-03-13,1336.36,227.18,1109.18,0.0,Online Banking
CTB00002289,POL0002138,2026-08-11,153.35,42.94,45.27,65.14,Online Banking
CTB00002290,POL0001258,2025-09-29,270.16,45.93,224.23,0.0,Auto-Debit
CTB00002291,POL0003615,2026-08-02,403.64,104.95,92.59,206.1,Credit Card
CTB00002292,POL0004994,2026-07-18,1494.74,403.58,436.46,654.7,Online Banking
CTB00002293,POL0004213,2024-10-02,1126.92,326.81,192.03,608.08,Salary Deduction
CTB00002294,POL0003553,2024-11-24,721.55,230.9,215.89,274.76,Online Banking
CTB00002295,POL0004353,2023-05-26,1356.76,271.35,1085.41,0.0,Salary Deduction
CTB00002296,POL0001221,2025-04-03,137.52,27.5,110.02,0.0,Auto-Debit
CTB00002297,POL0003246,2022-11-24,380.54,83.72,115.76,181.06,Auto-Debit
CTB00002298,POL0004360,2023-08-30,483.91,72.59,411.32,0.0,Auto-Debit
CTB00002299,POL0001943,2025-11-09,1485.09,519.78,965.31,0.0,Auto-Debit
CTB00002300,POL0004087,2026-02-19,1438.46,445.92,218.36,774.18,Auto-Debit
CTB00002301,POL0002090,2024-02-20,733.69,212.77,171.9,349.02,Auto-Debit
CTB00002302,POL0001896,2026-08-08,1003.15,341.07,662.08,0.0,Salary Deduction
CTB00002303,POL0000169,2022-05-25,648.31,162.08,155.59,330.64,Online Banking
CTB00002304,POL0003960,2026-06-10,650.95,182.27,468.68,0.0,Credit Card
CTB00002305,POL0003074,2025-06-12,1739.84,313.17,1426.67,0.0,Credit Card
CTB00002306,POL0000355,2025-08-24,537.59,129.02,408.57,0.0,Salary Deduction
CTB00002307,POL0003567,2026-02-26,1019.75,173.36,846.39,0.0,Online Banking
CTB00002308,POL0004451,2025-09-18,1740.03,330.61,577.86,831.56,Online Banking
CTB00002309,POL0000111,2024-03-08,1685.72,387.72,1298.0,0.0,Credit Card
CTB00002310,POL0004631,2023-09-16,491.44,78.63,90.82,321.99,Online Banking
CTB00002311,POL0002962,2026-04-14,893.63,196.6,697.03,0.0,Auto-Debit
CTB00002312,POL0003751,2024-03-02,1072.8,214.56,858.24,0.0,Auto-Debit
CTB00002313,POL0001576,2024-08-12,1808.77,343.67,1465.1,0.0,Salary Deduction
CTB00002314,POL0002615,2026-08-25,1483.29,415.32,352.43,715.54,Auto-Debit
CTB00002315,POL0000872,2026-04-15,1807.3,289.17,516.16,1001.97,Salary Deduction
CTB00002316,POL0000020,2023-07-14,672.63,161.43,117.58,393.62,Online Banking
CTB00002317,POL0003396,2025-02-06,1195.44,263.0,195.81,736.63,Credit Card
CTB00002318,POL0003284,2025-04-10,1805.65,577.81,1227.84,0.0,Auto-Debit
CTB00002319,POL0001879,2026-08-17,1777.83,586.68,345.43,845.72,Auto-Debit
CTB00002320,POL0000474,2026-01-27,733.48,146.7,586.78,0.0,Credit Card
CTB00002321,POL0002788,2022-11-08,183.21,54.96,33.34,94.91,Salary Deduction
CTB00002322,POL0002539,2025-01-25,1978.88,356.2,535.48,1087.2,Auto-Debit
CTB00002323,POL0000696,2026-04-03,419.08,125.72,126.14,167.22,Auto-Debit
CTB00002324,POL0001626,2024-12-11,1905.73,609.83,427.65,868.25,Credit Card
CTB00002325,POL0002026,2026-03-13,1895.34,606.51,1288.83,0.0,Salary Deduction
CTB00002326,POL0004972,2022-03-03,1615.12,565.29,230.96,818.87,Online Banking
CTB00002327,POL0003131,2025-05-10,800.51,208.13,165.87,426.51,Auto-Debit
CTB00002328,POL0004033,2026-08-20,549.02,148.24,400.78,0.0,Auto-Debit
CTB00002329,POL0001784,2026-06-08,1751.48,297.75,436.12,1017.61,Online Banking
CTB00002330,POL0002685,2023-09-20,1222.71,317.9,398.12,506.69,Credit Card
CTB00002331,POL0001508,2023-09-05,1318.3,421.86,896.44,0.0,Auto-Debit
CTB00002332,POL0001312,2024-10-24,110.64,32.09,78.55,0.0,Online Banking
CTB00002333,POL0004406,2026-09-09,587.93,176.38,102.89,308.66,Auto-Debit
CTB00002334,POL0002125,2026-08-04,551.37,115.79,435.58,0.0,Salary Deduction
CTB00002335,POL0000359,2024-10-04,1040.07,291.22,748.85,0.0,Credit Card
CTB00002336,POL0002035,2025-09-24,937.92,178.2,189.93,569.79,Credit Card
CTB00002337,POL0002404,2026-02-06,954.64,171.84,320.95,461.85,Credit Card
CTB00002338,POL0001764,2022-07-08,622.36,118.25,504.11,0.0,Auto-Debit
CTB00002339,POL0003822,2023-06-03,371.6,126.34,95.65,149.61,Auto-Debit
CTB00002340,POL0002707,2026-03-10,1120.6,369.8,750.8,0.0,Credit Card
CTB00002341,POL0000432,2026-03-28,1621.73,470.3,253.31,898.12,Salary Deduction
CTB00002342,POL0001317,2022-11-28,1854.86,630.65,1224.21,0.0,Online Banking
CTB00002343,POL0003293,2026-06-13,65.03,13.01,11.96,40.06,Auto-Debit
CTB00002344,POL0003802,2022-01-16,842.11,210.53,138.95,492.63,Online Banking
CTB00002345,POL0002365,2025-06-13,1641.12,311.81,1329.31,0.0,Salary Deduction
CTB00002346,POL0003911,2026-08-12,1419.79,298.16,336.49,785.14,Auto-Debit
CTB00002347,POL0002472,2023-06-02,1592.61,270.74,370.12,951.75,Credit Card
CTB00002348,POL0003358,2024-07-28,1975.58,612.43,504.37,858.78,Auto-Debit
CTB00002349,POL0000987,2025-05-10,342.1,85.53,59.01,197.56,Credit Card
CTB00002350,POL0000735,2024-04-04,128.73,39.91,88.82,0.0,Auto-Debit
CTB00002351,POL0000044,2025-06-25,1522.31,289.24,258.94,974.13,Salary Deduction
CTB00002352,POL0000791,2026-02-25,52.55,17.34,16.9,18.31,Online Banking
CTB00002353,POL0003089,2023-03-07,230.21,66.76,163.45,0.0,Online Banking
CTB00002354,POL0003173,2025-10-24,879.36,228.63,149.67,501.06,Salary Deduction
CTB00002355,POL0004863,2024-03-06,826.68,198.4,301.57,326.71,Online Banking
CTB00002356,POL0001651,2024-04-10,694.51,180.57,179.88,334.06,Auto-Debit
CTB00002357,POL0003711,2025-09-15,359.5,104.25,99.55,155.7,Credit Card
CTB00002358,POL0003775,2026-03-25,215.49,47.41,43.7,124.38,Auto-Debit
CTB00002359,POL0001994,2025-10-21,1988.78,576.75,409.49,1002.54,Auto-Debit
CTB00002360,POL0000864,2025-05-05,1798.27,359.65,532.29,906.33,Auto-Debit
CTB00002361,POL0000848,2026-08-21,480.22,81.64,99.64,298.94,Credit Card
CTB00002362,POL0001932,2025-01-30,1225.34,208.31,1017.03,0.0,Credit Card
CTB00002363,POL0004151,2022-12-27,1965.02,353.7,741.21,870.11,Auto-Debit
CTB00002364,POL0003038,2021-09-07,358.8,61.0,297.8,0.0,Auto-Debit
CTB00002365,POL0004950,2026-07-15,791.48,205.78,585.7,0.0,Auto-Debit
CTB00002366,POL0003178,2025-02-09,1823.11,565.16,1257.95,0.0,Online Banking
CTB00002367,POL0002802,2025-01-08,1541.07,493.14,429.65,618.28,Auto-Debit
CTB00002368,POL0000200,2024-02-07,1638.84,475.26,1163.58,0.0,Credit Card
CTB00002369,POL0002870,2022-09-01,712.17,235.02,477.15,0.0,Salary Deduction
CTB00002370,POL0000093,2024-08-16,552.74,143.71,102.26,306.77,Auto-Debit
CTB00002371,POL0003961,2026-07-08,149.97,29.99,50.39,69.59,Salary Deduction
CTB00002372,POL0002061,2023-06-16,812.75,227.57,585.18,0.0,Credit Card
CTB00002373,POL0001418,2023-05-16,1110.77,233.26,421.2,456.31,Credit Card
CTB00002374,POL0004965,2026-08-15,836.46,217.48,618.98,0.0,Salary Deduction
CTB00002375,POL0003269,2026-07-20,1835.93,367.19,352.5,1116.24,Auto-Debit
CTB00002376,POL0000388,2026-07-15,1137.27,261.57,875.7,0.0,Credit Card
CTB00002377,POL0000676,2026-08-09,252.34,58.04,194.3,0.0,Salary Deduction
CTB00002378,POL0000217,2023-09-09,671.36,147.7,523.66,0.0,Credit Card
CTB00002379,POL0000429,2025-02-10,109.49,21.9,40.29,47.3,Credit Card
CTB00002380,POL0000903,2025-09-11,1051.1,357.37,332.99,360.74,Salary Deduction
CTB00002381,POL0003634,2026-03-03,220.9,77.31,143.59,0.0,Credit Card
CTB00002382,POL0001824,2022-04-07,1076.35,226.03,246.59,603.73,Salary Deduction
CTB00002383,POL0002825,2023-06-21,785.16,211.99,573.17,0.0,Auto-Debit
CTB00002384,POL0004546,2024-11-29,1676.09,536.35,1139.74,0.0,Online Banking
CTB00002385,POL0001114,2026-09-09,129.62,27.22,102.4,0.0,Online Banking
CTB00002386,POL0001629,2025-08-07,295.98,44.4,251.58,0.0,Credit Card
CTB00002387,POL0000736,2024-07-02,1614.57,290.62,450.14,873.81,Auto-Debit
CTB00002388,POL0003142,2026-06-20,309.32,71.14,238.18,0.0,Credit Card
CTB00002389,POL0001422,2023-07-04,192.07,42.26,149.81,0.0,Salary Deduction
CTB00002390,POL0000057,2024-12-31,549.38,159.32,144.32,245.74,Online Banking
CTB00002391,POL0001199,2026-08-26,1434.68,502.14,932.54,0.0,Auto-Debit
CTB00002392,POL0004721,2026-07-14,120.59,36.18,84.41,0.0,Salary Deduction
CTB00002393,POL0003070,2026-01-13,105.82,20.11,85.71,0.0,Online Banking
CTB00002394,POL0003048,2026-09-04,746.36,201.52,544.84,0.0,Online Banking
CTB00002395,POL0004309,2024-10-05,1894.31,530.41,313.7,1050.2,Salary Deduction
CTB00002396,POL0003385,2026-07-15,1087.82,184.93,902.89,0.0,Auto-Debit
CTB00002397,POL0000177,2026-03-03,1402.16,392.6,363.44,646.12,Credit Card
CTB00002398,POL0000267,2026-04-29,566.41,192.58,142.06,231.77,Online Banking
CTB00002399,POL0003438,2024-01-27,136.79,38.3,98.49,0.0,Auto-Debit
CTB00002400,POL0000347,2026-05-23,1751.6,490.45,630.58,630.57,Online Banking
CTB00002401,POL0000527,2025-05-02,141.82,21.27,34.96,85.59,Online Banking
CTB00002402,POL0002596,2025-01-08,1254.55,250.91,1003.64,0.0,Online Banking
CTB00002403,POL0001510,2025-12-28,1863.2,465.8,1397.4,0.0,Salary Deduction
CTB00002404,POL0002913,2025-07-13,1362.4,422.34,940.06,0.0,Salary Deduction
CTB00002405,POL0004083,2023-02-27,578.18,185.02,393.16,0.0,Salary Deduction
CTB00002406,POL0000396,2025-09-23,1987.56,437.26,1550.3,0.0,Salary Deduction
CTB00002407,POL0001903,2026-09-09,181.99,58.24,123.75,0.0,Auto-Debit
CTB00002408,POL0000736,2026-01-12,1614.57,565.1,230.88,818.59,Salary Deduction
CTB00002409,POL0001220,2024-10-28,768.37,153.67,245.88,368.82,Credit Card
CTB00002410,POL0003053,2026-04-26,1713.35,514.0,1199.35,0.0,Salary Deduction
CTB00002411,POL0004830,2026-07-15,262.74,65.69,197.05,0.0,Credit Card
CTB00002412,POL0000006,2025-01-17,1860.38,409.28,1451.1,0.0,Online Banking
CTB00002413,POL0004293,2025-10-31,1366.66,232.33,431.05,703.28,Online Banking
CTB00002414,POL0003598,2022-09-25,341.05,78.44,118.17,144.44,Auto-Debit
CTB00002415,POL0003092,2022-08-08,517.65,129.41,388.24,0.0,Online Banking
CTB00002416,POL0004927,2026-09-11,388.01,93.12,70.77,224.12,Online Banking
CTB00002417,POL0002519,2025-02-15,1913.88,593.3,1320.58,0.0,Salary Deduction
CTB00002418,POL0004108,2024-11-30,1143.88,285.97,857.91,0.0,Auto-Debit
CTB00002419,POL0002156,2026-07-28,77.11,20.05,19.97,37.09,Online Banking
CTB00002420,POL0002681,2026-01-13,184.28,46.07,138.21,0.0,Salary Deduction
CTB00002421,POL0001266,2024-09-18,538.88,91.61,169.96,277.31,Credit Card
CTB00002422,POL0001014,2023-06-17,1692.97,372.45,290.51,1030.01,Salary Deduction
CTB00002423,POL0001396,2024-07-30,1651.25,429.32,415.46,806.47,Online Banking
CTB00002424,POL0004378,2025-12-08,53.58,9.64,43.94,0.0,Salary Deduction
CTB00002425,POL0003507,2026-06-23,1489.03,446.71,1042.32,0.0,Credit Card
CTB00002426,POL0002754,2023-09-12,1102.56,220.51,414.56,467.49,Online Banking
CTB00002427,POL0000534,2023-12-29,1296.15,246.27,1049.88,0.0,Auto-Debit
CTB00002428,POL0004872,2025-09-13,1016.35,203.27,813.08,0.0,Auto-Debit
CTB00002429,POL0004437,2025-02-21,162.51,52.0,110.51,0.0,Online Banking
CTB00002430,POL0000868,2026-03-19,626.02,219.11,109.87,297.04,Credit Card
CTB00002431,POL0004190,2026-06-14,1006.48,342.2,285.64,378.64,Credit Card
CTB00002432,POL0002155,2022-12-09,660.13,125.42,534.71,0.0,Online Banking
CTB00002433,POL0004123,2025-11-12,1796.53,287.44,1509.09,0.0,Salary Deduction
CTB00002434,POL0000892,2025-08-06,1069.68,181.85,887.83,0.0,Credit Card
CTB00002435,POL0001421,2025-11-30,720.03,244.81,475.22,0.0,Salary Deduction
CTB00002436,POL0003820,2026-06-03,245.26,53.96,191.3,0.0,Salary Deduction
CTB00002437,POL0003098,2026-06-11,668.29,220.54,447.75,0.0,Salary Deduction
CTB00002438,POL0000830,2026-05-01,1245.91,348.85,897.06,0.0,Online Banking
CTB00002439,POL0002460,2026-08-18,761.53,236.07,110.35,415.11,Salary Deduction
CTB00002440,POL0002873,2024-02-25,1253.58,288.32,472.98,492.28,Online Banking
CTB00002441,POL0004618,2024-12-26,1277.78,255.56,347.55,674.67,Credit Card
CTB00002442,POL0000349,2025-11-04,1960.76,411.76,1549.0,0.0,Auto-Debit
CTB00002443,POL0004420,2025-10-18,484.98,106.7,378.28,0.0,Auto-Debit
CTB00002444,POL0000080,2023-12-07,307.04,49.13,51.58,206.33,Salary Deduction
CTB00002445,POL0004878,2025-06-11,1721.92,361.6,1360.32,0.0,Salary Deduction
CTB00002446,POL0001906,2026-08-24,902.89,189.61,713.28,0.0,Salary Deduction
CTB00002447,POL0000677,2024-07-17,1037.81,300.96,736.85,0.0,Credit Card
CTB00002448,POL0004468,2024-03-24,1108.71,376.96,278.06,453.69,Online Banking
CTB00002449,POL0002393,2025-01-08,572.92,189.06,107.48,276.38,Salary Deduction
CTB00002450,POL0004954,2022-03-12,1330.75,346.0,984.75,0.0,Credit Card
CTB00002451,POL0000586,2025-07-14,494.71,173.15,321.56,0.0,Salary Deduction
CTB00002452,POL0000135,2024-05-18,1433.4,358.35,225.76,849.29,Online Banking
CTB00002453,POL0000423,2026-06-19,1965.29,609.24,1356.05,0.0,Credit Card
CTB00002454,POL0000543,2023-09-02,181.97,45.49,136.48,0.0,Salary Deduction
CTB00002455,POL0000463,2025-02-23,129.76,37.63,39.62,52.51,Online Banking
CTB00002456,POL0000663,2024-04-14,1420.51,383.54,487.38,549.59,Credit Card
CTB00002457,POL0003272,2024-02-22,577.42,86.61,235.59,255.22,Salary Deduction
CTB00002458,POL0002445,2026-03-10,1939.28,290.89,1648.39,0.0,Auto-Debit
CTB00002459,POL0000502,2026-02-14,1881.0,300.96,1580.04,0.0,Auto-Debit
CTB00002460,POL0000299,2022-06-24,655.48,170.42,121.27,363.79,Auto-Debit
CTB00002461,POL0003272,2022-05-19,577.42,92.39,116.41,368.62,Auto-Debit
CTB00002462,POL0003141,2026-07-10,558.68,145.26,413.42,0.0,Auto-Debit
CTB00002463,POL0004970,2026-05-26,1073.6,289.87,344.84,438.89,Online Banking
CTB00002464,POL0002015,2024-09-26,888.79,302.19,586.6,0.0,Salary Deduction
CTB00002465,POL0001831,2026-08-16,1451.36,304.79,1146.57,0.0,Salary Deduction
CTB00002466,POL0002529,2026-04-02,1064.79,170.37,894.42,0.0,Credit Card
CTB00002467,POL0000273,2026-08-01,1851.42,462.86,555.42,833.14,Online Banking
CTB00002468,POL0002877,2026-06-28,877.37,236.89,153.72,486.76,Online Banking
CTB00002469,POL0000513,2024-12-08,785.57,212.1,573.47,0.0,Credit Card
CTB00002470,POL0001067,2022-03-31,1935.4,464.5,470.69,1000.21,Credit Card
CTB00002471,POL0002035,2026-02-08,937.92,243.86,173.51,520.55,Salary Deduction
CTB00002472,POL0001002,2026-04-08,1708.85,427.21,589.55,692.09,Online Banking
CTB00002473,POL0003849,2022-05-01,1916.88,325.87,477.3,1113.71,Salary Deduction
CTB00002474,POL0002508,2023-06-08,1533.65,260.72,1272.93,0.0,Salary Deduction
CTB00002475,POL0003471,2025-07-12,628.39,106.83,521.56,0.0,Credit Card
CTB00002476,POL0004619,2026-07-28,1419.19,298.03,1121.16,0.0,Credit Card
CTB00002477,POL0003931,2026-08-17,824.81,140.22,266.99,417.6,Online Banking
CTB00002478,POL0003452,2026-05-17,499.31,84.88,414.43,0.0,Credit Card
CTB00002479,POL0003077,2025-02-25,508.5,177.97,132.21,198.32,Salary Deduction
CTB00002480,POL0004382,2025-11-23,452.68,135.8,145.76,171.12,Credit Card
CTB00002481,POL0000959,2025-07-05,247.0,54.34,192.66,0.0,Auto-Debit
CTB00002482,POL0000705,2023-10-12,854.29,179.4,674.89,0.0,Salary Deduction
CTB00002483,POL0000114,2025-08-03,424.74,89.2,335.54,0.0,Auto-Debit
CTB00002484,POL0000770,2024-04-17,1940.57,679.2,491.93,769.44,Salary Deduction
CTB00002485,POL0002737,2024-07-04,578.19,196.58,381.61,0.0,Auto-Debit
CTB00002486,POL0001396,2024-10-01,1651.25,462.35,487.45,701.45,Online Banking
CTB00002487,POL0000981,2026-07-26,259.51,64.88,194.63,0.0,Credit Card
CTB00002488,POL0002698,2026-05-24,1790.01,286.4,1503.61,0.0,Salary Deduction
CTB00002489,POL0000235,2026-05-28,1042.72,250.25,792.47,0.0,Credit Card
CTB00002490,POL0004697,2026-02-04,1840.46,625.76,1214.7,0.0,Credit Card
CTB00002491,POL0002045,2026-03-19,412.32,123.7,132.77,155.85,Online Banking
CTB00002492,POL0003685,2022-02-01,1803.3,486.89,329.1,987.31,Salary Deduction
CTB00002493,POL0002929,2024-11-20,973.48,311.51,661.97,0.0,Credit Card
CTB00002494,POL0002297,2026-02-05,1732.85,259.93,1472.92,0.0,Auto-Debit
CTB00002495,POL0004797,2026-05-06,1170.01,304.2,865.81,0.0,Online Banking
CTB00002496,POL0004247,2024-08-14,1630.1,505.33,438.66,686.11,Credit Card
CTB00002497,POL0004745,2025-09-11,1686.14,590.15,449.36,646.63,Salary Deduction
CTB00002498,POL0001549,2025-09-04,1925.75,481.44,548.84,895.47,Salary Deduction
CTB00002499,POL0003917,2026-06-11,187.86,52.6,40.58,94.68,Online Banking
CTB00002500,POL0001585,2025-08-30,1397.74,475.23,922.51,0.0,Credit Card
CTB00002501,POL0001998,2025-05-22,955.95,296.34,329.81,329.8,Auto-Debit
CTB00002502,POL0001462,2025-10-04,74.58,14.17,60.41,0.0,Salary Deduction
CTB00002503,POL0002358,2026-03-11,1111.67,211.22,900.45,0.0,Credit Card
CTB00002504,POL0002114,2026-04-13,1701.75,459.47,1242.28,0.0,Salary Deduction
CTB00002505,POL0000100,2025-07-23,415.67,91.45,324.22,0.0,Credit Card
CTB00002506,POL0002379,2024-05-16,1853.73,352.21,540.55,960.97,Online Banking
CTB00002507,POL0001277,2022-10-18,402.26,112.63,289.63,0.0,Credit Card
CTB00002508,POL0000248,2026-03-08,1012.14,172.06,840.08,0.0,Auto-Debit
CTB00002509,POL0004116,2024-08-18,226.77,58.96,167.81,0.0,Salary Deduction
CTB00002510,POL0002501,2026-04-07,1052.36,368.33,684.03,0.0,Online Banking
CTB00002511,POL0003507,2024-10-28,1489.03,387.15,1101.88,0.0,Online Banking
CTB00002512,POL0003612,2021-12-27,128.17,34.61,93.56,0.0,Salary Deduction
CTB00002513,POL0003084,2025-05-03,1611.4,531.76,1079.64,0.0,Salary Deduction
