transaction_id,agent_id,policy_id,transaction_type,transaction_date,commission_rate,commission_amount_shareholders_fund
AGX00002016,AGT0018,POL0002361,New Business,2026-08-24,0.23,54.94
AGX00002017,AGT0083,POL0001554,New Business,2026-05-10,0.12,171.83
AGX00002018,AGT0063,POL0001908,Renewal,2026-02-21,0.22,240.4
AGX00002019,AGT0052,POL0004520,Renewal,2025-12-02,0.12,11.68
AGX00002020,AGT0001,POL0004204,New Business,2026-03-17,0.12,75.94
AGX00002021,AGT0078,POL0000306,Renewal,2025-05-27,0.18,277.43
AGX00002022,AGT0045,POL0001537,New Business,2026-01-21,0.08,46.61
AGX00002023,AGT0065,POL0001822,New Business,2025-05-10,0.18,176.39
AGX00002024,AGT0086,POL0000702,Renewal,2024-07-15,0.13,148.95
AGX00002025,AGT0043,POL0004732,Renewal,2022-07-15,0.21,115.67
AGX00002026,AGT0099,POL0002856,Renewal,2024-05-19,0.19,130.59
AGX00002027,AGT0050,POL0004463,Renewal,2026-02-20,0.2,84.9
AGX00002028,AGT0096,POL0000794,Renewal,2026-08-10,0.08,90.84
AGX00002029,AGT0036,POL0004172,New Business,2024-12-10,0.2,247.74
AGX00002030,AGT0002,POL0004593,Renewal,2025-08-14,0.22,219.7
AGX00002031,AGT0139,POL0004785,New Business,2026-09-04,0.07,91.07
AGX00002032,AGT0089,POL0002317,New Business,2026-07-07,0.09,50.83
AGX00002033,AGT0120,POL0000105,New Business,2026-06-04,0.12,72.22
AGX00002034,AGT0115,POL0000956,Renewal,2024-12-20,0.21,393.63
AGX00002035,AGT0089,POL0004347,Renewal,2023-01-16,0.16,13.75
AGX00002036,AGT0058,POL0004903,New Business,2026-01-04,0.06,78.01
AGX00002037,AGT0031,POL0003456,Renewal,2026-02-19,0.23,299.45
AGX00002038,AGT0147,POL0001413,New Business,2024-11-29,0.16,30.03
AGX00002039,AGT0020,POL0002008,Renewal,2026-07-05,0.18,296.79
AGX00002040,AGT0032,POL0002081,Renewal,2023-05-16,0.24,375.59
AGX00002041,AGT0005,POL0004312,New Business,2023-11-25,0.15,197.56
AGX00002042,AGT0114,POL0002759,Renewal,2025-03-22,0.09,125.5
AGX00002043,AGT0117,POL0000540,New Business,2026-01-01,0.24,171.78
AGX00002044,AGT0037,POL0000548,Renewal,2026-05-30,0.12,166.15
AGX00002045,AGT0105,POL0001432,Renewal,2025-09-03,0.21,25.1
AGX00002046,AGT0006,POL0004645,New Business,2025-12-20,0.17,248.89
AGX00002047,AGT0150,POL0003118,Renewal,2026-05-20,0.17,339.86
AGX00002048,AGT0009,POL0000261,Renewal,2024-07-24,0.14,225.32
AGX00002049,AGT0128,POL0004380,New Business,2025-10-26,0.07,16.11
AGX00002050,AGT0082,POL0002407,New Business,2026-04-12,0.24,232.35
AGX00002051,AGT0065,POL0004914,New Business,2023-06-28,0.07,122.46
AGX00002052,AGT0109,POL0000031,Renewal,2024-10-29,0.12,186.33
AGX00002053,AGT0027,POL0003729,Renewal,2026-06-29,0.22,16.38
AGX00002054,AGT0140,POL0002308,New Business,2025-07-10,0.14,170.37
AGX00002055,AGT0063,POL0001735,Renewal,2026-05-12,0.23,78.54
AGX00002056,AGT0093,POL0002771,New Business,2024-02-03,0.09,27.22
AGX00002057,AGT0029,POL0003370,Renewal,2023-08-24,0.22,84.28
AGX00002058,AGT0115,POL0003286,New Business,2025-06-18,0.07,63.79
AGX00002059,AGT0039,POL0000801,New Business,2025-05-25,0.19,278.67
AGX00002060,AGT0121,POL0002946,Renewal,2026-02-13,0.09,50.98
AGX00002061,AGT0099,POL0001262,Renewal,2023-03-02,0.23,95.2
AGX00002062,AGT0089,POL0002912,New Business,2025-02-02,0.17,28.13
AGX00002063,AGT0044,POL0001974,Renewal,2026-06-06,0.17,215.26
AGX00002064,AGT0098,POL0003584,Renewal,2025-05-30,0.19,218.45
AGX00002065,AGT0145,POL0003474,New Business,2026-02-01,0.22,41.73
AGX00002066,AGT0121,POL0001005,Renewal,2021-10-20,0.25,245.53
AGX00002067,AGT0039,POL0000356,New Business,2023-01-12,0.07,111.75
AGX00002068,AGT0066,POL0001055,New Business,2022-09-14,0.19,145.23
AGX00002069,AGT0123,POL0002088,New Business,2025-01-04,0.17,254.29
AGX00002070,AGT0091,POL0003929,New Business,2026-08-22,0.22,23.04
AGX00002071,AGT0134,POL0004976,New Business,2023-02-26,0.21,197.08
AGX00002072,AGT0007,POL0002537,Renewal,2026-04-20,0.18,156.53
AGX00002073,AGT0103,POL0002706,Renewal,2024-05-23,0.19,376.81
AGX00002074,AGT0143,POL0002850,Renewal,2023-10-15,0.17,59.35
AGX00002075,AGT0145,POL0004062,Renewal,2024-09-01,0.11,206.28
AGX00002076,AGT0105,POL0003847,Renewal,2022-06-12,0.16,112.87
AGX00002077,AGT0069,POL0003512,Renewal,2024-04-11,0.23,318.85
AGX00002078,AGT0044,POL0000344,New Business,2023-08-23,0.24,468.12
AGX00002079,AGT0012,POL0000990,New Business,2026-05-01,0.11,102.43
AGX00002080,AGT0117,POL0004021,New Business,2022-02-06,0.19,190.3
AGX00002081,AGT0087,POL0003254,Renewal,2026-07-01,0.2,40.5
AGX00002082,AGT0067,POL0002939,Renewal,2025-10-12,0.06,82.52
AGX00002083,AGT0080,POL0004602,Renewal,2024-08-15,0.2,312.09
AGX00002084,AGT0048,POL0000834,Renewal,2023-11-29,0.19,268.3
AGX00002085,AGT0049,POL0004462,Renewal,2024-07-19,0.09,134.8
AGX00002086,AGT0012,POL0002741,New Business,2025-05-19,0.15,206.04
AGX00002087,AGT0032,POL0000694,Renewal,2026-05-25,0.16,242.2
AGX00002088,AGT0030,POL0002177,Renewal,2021-05-07,0.08,136.41
AGX00002089,AGT0131,POL0000965,New Business,2023-04-15,0.06,5.67
AGX00002090,AGT0033,POL0002559,New Business,2026-08-29,0.13,234.73
AGX00002091,AGT0110,POL0002198,New Business,2024-07-15,0.17,265.34
AGX00002092,AGT0088,POL0003360,New Business,2023-07-02,0.14,81.01
AGX00002093,AGT0015,POL0003612,Renewal,2022-02-14,0.11,14.1
AGX00002094,AGT0046,POL0003164,New Business,2024-11-08,0.18,37.63
AGX00002095,AGT0001,POL0003288,New Business,2026-06-06,0.23,310.14
AGX00002096,AGT0105,POL0004546,New Business,2024-06-07,0.18,301.7
AGX00002097,AGT0146,POL0004767,New Business,2025-06-03,0.2,12.88
AGX00002098,AGT0086,POL0002718,New Business,2025-01-14,0.22,344.95
AGX00002099,AGT0042,POL0004048,Renewal,2026-08-24,0.21,67.99
AGX00002100,AGT0115,POL0003286,New Business,2024-01-03,0.1,91.13
AGX00002101,AGT0119,POL0001105,Renewal,2025-01-08,0.12,97.67
AGX00002102,AGT0093,POL0004829,New Business,2025-08-27,0.13,58.44
AGX00002103,AGT0100,POL0001684,New Business,2024-11-09,0.2,44.58
AGX00002104,AGT0089,POL0004475,New Business,2025-05-17,0.18,251.06
AGX00002105,AGT0028,POL0000667,Renewal,2025-05-26,0.14,10.31
AGX00002106,AGT0107,POL0001281,Renewal,2026-08-31,0.23,362.33
AGX00002107,AGT0078,POL0001260,New Business,2021-02-20,0.12,199.95
AGX00002108,AGT0142,POL0000385,Renewal,2025-10-20,0.1,109.95
AGX00002109,AGT0030,POL0002177,New Business,2024-10-22,0.18,306.92
AGX00002110,AGT0112,POL0003859,New Business,2023-10-30,0.25,414.15
AGX00002111,AGT0110,POL0000199,New Business,2023-12-31,0.21,231.39
AGX00002112,AGT0074,POL0003151,New Business,2023-12-27,0.16,306.83
AGX00002113,AGT0116,POL0001673,Renewal,2025-06-16,0.2,280.81
AGX00002114,AGT0148,POL0002412,Renewal,2026-02-02,0.09,95.47
AGX00002115,AGT0043,POL0000577,Renewal,2026-04-24,0.25,403.51
AGX00002116,AGT0148,POL0000784,New Business,2021-06-26,0.2,392.53
AGX00002117,AGT0131,POL0002795,Renewal,2024-02-09,0.21,106.47
AGX00002118,AGT0073,POL0001141,Renewal,2022-09-29,0.11,193.01
AGX00002119,AGT0111,POL0003377,Renewal,2022-07-13,0.08,20.3
AGX00002120,AGT0049,POL0004664,New Business,2023-10-18,0.12,92.28
AGX00002121,AGT0073,POL0003991,Renewal,2025-06-23,0.24,37.81
AGX00002122,AGT0144,POL0002385,Renewal,2026-07-20,0.06,70.91
AGX00002123,AGT0007,POL0004018,New Business,2026-06-16,0.09,24.59
AGX00002124,AGT0131,POL0001492,Renewal,2025-02-04,0.11,56.65
AGX00002125,AGT0047,POL0004379,Renewal,2026-08-16,0.19,348.2
AGX00002126,AGT0084,POL0003129,Renewal,2023-07-14,0.18,65.18
AGX00002127,AGT0111,POL0002341,Renewal,2026-08-02,0.17,33.42
AGX00002128,AGT0102,POL0001197,Renewal,2025-11-14,0.19,93.68
AGX00002129,AGT0105,POL0003572,Renewal,2026-07-13,0.21,333.12
AGX00002130,AGT0144,POL0002945,Renewal,2026-06-22,0.17,101.62
AGX00002131,AGT0136,POL0003797,New Business,2026-05-13,0.12,116.49
AGX00002132,AGT0124,POL0000198,New Business,2025-05-10,0.23,307.27
AGX00002133,AGT0068,POL0001133,Renewal,2026-03-08,0.07,61.27
AGX00002134,AGT0105,POL0003491,Renewal,2025-05-29,0.1,153.63
AGX00002135,AGT0130,POL0001924,Renewal,2025-08-23,0.13,67.85
AGX00002136,AGT0146,POL0001072,New Business,2026-04-06,0.22,233.94
AGX00002137,AGT0094,POL0002705,New Business,2025-10-12,0.07,37.28
AGX00002138,AGT0054,POL0001975,Renewal,2023-01-10,0.13,244.61
AGX00002139,AGT0112,POL0002425,Renewal,2025-07-05,0.18,334.56
AGX00002140,AGT0147,POL0002502,Renewal,2026-05-20,0.24,316.97
AGX00002141,AGT0107,POL0001581,New Business,2026-07-10,0.09,169.39
AGX00002142,AGT0103,POL0002581,Renewal,2026-06-01,0.14,238.99
AGX00002143,AGT0133,POL0000444,Renewal,2026-07-21,0.15,9.79
AGX00002144,AGT0043,POL0000877,Renewal,2026-05-28,0.17,46.95
AGX00002145,AGT0011,POL0004568,New Business,2022-04-08,0.14,11.46
AGX00002146,AGT0100,POL0001614,Renewal,2024-12-28,0.1,59.91
AGX00002147,AGT0091,POL0003929,New Business,2026-08-29,0.12,12.57
AGX00002148,AGT0018,POL0002361,New Business,2025-09-12,0.23,54.94
AGX00002149,AGT0142,POL0000759,New Business,2025-12-05,0.06,50.83
AGX00002150,AGT0082,POL0002221,New Business,2023-01-11,0.08,97.58
AGX00002151,AGT0054,POL0003998,Renewal,2025-08-04,0.08,139.11
AGX00002152,AGT0148,POL0002294,Renewal,2024-06-28,0.17,289.4
AGX00002153,AGT0110,POL0003900,Renewal,2022-11-19,0.09,78.13
AGX00002154,AGT0138,POL0002065,Renewal,2025-04-25,0.23,152.23
AGX00002155,AGT0076,POL0004418,New Business,2023-03-08,0.1,162.46
AGX00002156,AGT0117,POL0000540,New Business,2026-06-09,0.06,42.95
AGX00002157,AGT0120,POL0002603,New Business,2026-05-30,0.17,253.13
AGX00002158,AGT0050,POL0004667,Renewal,2022-09-23,0.09,143.68
AGX00002159,AGT0117,POL0000467,New Business,2026-02-12,0.11,58.25
AGX00002160,AGT0012,POL0002630,Renewal,2026-08-02,0.11,193.14
AGX00002161,AGT0146,POL0001162,Renewal,2026-08-02,0.18,298.5
AGX00002162,AGT0142,POL0004870,New Business,2025-08-30,0.23,346.0
AGX00002163,AGT0043,POL0004533,Renewal,2021-05-17,0.13,74.79
AGX00002164,AGT0093,POL0003262,New Business,2022-09-15,0.25,206.22
AGX00002165,AGT0012,POL0001398,New Business,2026-08-27,0.19,311.96
AGX00002166,AGT0104,POL0001542,New Business,2024-03-13,0.15,15.02
AGX00002167,AGT0025,POL0001623,Renewal,2024-11-29,0.25,460.26
AGX00002168,AGT0080,POL0000226,Renewal,2023-11-06,0.14,157.98
AGX00002169,AGT0095,POL0003244,Renewal,2026-06-23,0.06,75.17
AGX00002170,AGT0051,POL0001313,Renewal,2022-08-22,0.09,134.17
AGX00002171,AGT0023,POL0003968,Renewal,2026-07-25,0.1,102.5
AGX00002172,AGT0077,POL0002694,New Business,2026-07-09,0.16,143.95
AGX00002173,AGT0031,POL0000453,Renewal,2025-11-26,0.11,74.83
AGX00002174,AGT0095,POL0004472,Renewal,2021-04-11,0.11,181.21
AGX00002175,AGT0044,POL0002827,New Business,2025-06-05,0.15,133.53
AGX00002176,AGT0092,POL0003384,New Business,2026-05-28,0.23,416.77
AGX00002177,AGT0071,POL0001370,New Business,2026-03-08,0.13,127.25
AGX00002178,AGT0066,POL0003081,Renewal,2026-09-01,0.16,250.21
AGX00002179,AGT0047,POL0001183,Renewal,2025-07-10,0.18,306.38
AGX00002180,AGT0009,POL0001198,Renewal,2026-04-21,0.18,268.46
AGX00002181,AGT0024,POL0004798,New Business,2025-11-16,0.13,17.93
AGX00002182,AGT0025,POL0004485,New Business,2026-02-23,0.08,88.87
AGX00002183,AGT0150,POL0000931,Renewal,2026-02-22,0.08,43.71
AGX00002184,AGT0012,POL0000990,New Business,2024-05-10,0.18,167.61
AGX00002185,AGT0032,POL0004605,Renewal,2026-04-06,0.1,86.83
AGX00002186,AGT0039,POL0002312,New Business,2026-05-01,0.12,28.47
AGX00002187,AGT0079,POL0000616,New Business,2025-03-02,0.07,84.81
AGX00002188,AGT0137,POL0002756,Renewal,2026-07-13,0.08,76.39
AGX00002189,AGT0149,POL0001364,New Business,2022-07-23,0.05,53.2
AGX00002190,AGT0016,POL0003085,New Business,2024-05-13,0.23,126.96
AGX00002191,AGT0107,POL0002948,Renewal,2026-06-26,0.15,103.36
AGX00002192,AGT0081,POL0001312,Renewal,2025-06-16,0.25,27.66
AGX00002193,AGT0121,POL0001513,Renewal,2025-12-29,0.14,18.32
AGX00002194,AGT0125,POL0000146,New Business,2025-05-01,0.06,27.76
AGX00002195,AGT0011,POL0004939,Renewal,2024-10-03,0.14,274.59
AGX00002196,AGT0094,POL0002160,New Business,2022-12-04,0.12,90.8
AGX00002197,AGT0030,POL0000308,Renewal,2026-07-06,0.17,173.76
AGX00002198,AGT0056,POL0001861,New Business,2024-02-13,0.17,11.64
AGX00002199,AGT0093,POL0000213,New Business,2026-04-16,0.14,73.58
AGX00002200,AGT0110,POL0002414,Renewal,2024-08-08,0.09,123.96
AGX00002201,AGT0013,POL0003917,New Business,2026-06-23,0.17,31.94
AGX00002202,AGT0068,POL0002903,New Business,2021-12-08,0.12,119.47
AGX00002203,AGT0029,POL0001976,Renewal,2026-07-27,0.16,308.79
AGX00002204,AGT0082,POL0000352,Renewal,2022-03-28,0.06,6.18
AGX00002205,AGT0116,POL0003718,Renewal,2024-09-14,0.19,60.0
AGX00002206,AGT0014,POL0003045,New Business,2026-07-06,0.13,88.02
AGX00002207,AGT0064,POL0001600,Renewal,2023-09-18,0.07,36.44
AGX00002208,AGT0128,POL0004115,Renewal,2025-10-21,0.25,84.61
AGX00002209,AGT0011,POL0001004,Renewal,2023-04-08,0.22,258.31
AGX00002210,AGT0040,POL0004055,Renewal,2026-08-21,0.22,92.46
AGX00002211,AGT0074,POL0003203,New Business,2024-10-26,0.07,66.05
AGX00002212,AGT0016,POL0003322,Renewal,2025-05-03,0.08,100.5
AGX00002213,AGT0057,POL0004045,Renewal,2023-12-11,0.24,87.49
AGX00002214,AGT0050,POL0001297,Renewal,2023-12-12,0.15,25.83
AGX00002215,AGT0113,POL0004131,New Business,2023-08-08,0.1,98.48
AGX00002216,AGT0122,POL0004692,Renewal,2026-06-07,0.23,38.47
AGX00002217,AGT0008,POL0002131,New Business,2026-09-02,0.13,59.49
AGX00002218,AGT0075,POL0004924,Renewal,2022-01-18,0.24,434.96
AGX00002219,AGT0050,POL0002822,New Business,2024-11-08,0.12,83.16
AGX00002220,AGT0066,POL0002976,New Business,2022-11-30,0.22,181.77
AGX00002221,AGT0071,POL0003724,New Business,2024-06-29,0.14,55.3
AGX00002222,AGT0097,POL0004592,Renewal,2025-09-25,0.08,119.12
AGX00002223,AGT0081,POL0001653,Renewal,2024-07-15,0.21,358.34
AGX00002224,AGT0032,POL0000694,New Business,2026-01-14,0.22,333.03
AGX00002225,AGT0048,POL0000834,New Business,2025-10-17,0.06,84.73
AGX00002226,AGT0063,POL0003278,Renewal,2026-09-03,0.06,28.15
AGX00002227,AGT0143,POL0003193,New Business,2022-12-09,0.07,122.49
AGX00002228,AGT0118,POL0003904,Renewal,2023-11-08,0.22,344.85
AGX00002229,AGT0008,POL0002523,New Business,2024-07-16,0.11,130.01
AGX00002230,AGT0106,POL0001026,Renewal,2026-06-10,0.25,406.36
AGX00002231,AGT0028,POL0002854,New Business,2021-01-10,0.16,310.12
AGX00002232,AGT0015,POL0002058,Renewal,2026-07-31,0.25,366.62
AGX00002233,AGT0089,POL0004398,Renewal,2023-06-19,0.09,78.04
AGX00002234,AGT0057,POL0003594,New Business,2026-04-18,0.22,388.8
AGX00002235,AGT0100,POL0002338,New Business,2025-07-22,0.21,321.5
AGX00002236,AGT0107,POL0003361,New Business,2022-08-09,0.25,14.32
AGX00002237,AGT0138,POL0001501,Renewal,2022-11-12,0.08,129.3
AGX00002238,AGT0008,POL0000966,Renewal,2025-12-20,0.06,96.35
AGX00002239,AGT0147,POL0004421,New Business,2023-01-27,0.17,47.55
AGX00002240,AGT0036,POL0002190,Renewal,2026-06-28,0.12,148.68
AGX00002241,AGT0079,POL0004904,Renewal,2026-05-17,0.17,218.73
AGX00002242,AGT0148,POL0001263,New Business,2022-03-02,0.08,52.7
AGX00002243,AGT0143,POL0002430,Renewal,2026-08-14,0.06,106.9
AGX00002244,AGT0070,POL0002989,Renewal,2024-07-18,0.23,61.82
AGX00002245,AGT0059,POL0004333,New Business,2025-09-19,0.1,21.35
AGX00002246,AGT0049,POL0000739,Renewal,2025-12-31,0.17,207.26
AGX00002247,AGT0002,POL0003235,New Business,2024-09-08,0.2,237.4
AGX00002248,AGT0022,POL0000422,Renewal,2026-02-10,0.19,66.08
AGX00002249,AGT0026,POL0000011,New Business,2025-11-07,0.12,9.11
AGX00002250,AGT0068,POL0003436,New Business,2024-10-01,0.1,54.89
AGX00002251,AGT0076,POL0003848,Renewal,2026-06-19,0.14,63.23
AGX00002252,AGT0124,POL0000316,Renewal,2023-12-17,0.21,138.75
AGX00002253,AGT0060,POL0000354,New Business,2026-02-13,0.16,62.06
AGX00002254,AGT0126,POL0001365,Renewal,2025-10-25,0.06,7.8
AGX00002255,AGT0034,POL0003101,Renewal,2025-07-21,0.17,79.66
AGX00002256,AGT0125,POL0001400,New Business,2025-11-24,0.13,192.38
AGX00002257,AGT0092,POL0000417,New Business,2024-10-04,0.09,48.28
AGX00002258,AGT0096,POL0001454,Renewal,2026-07-22,0.17,27.19
AGX00002259,AGT0023,POL0000217,New Business,2025-09-07,0.12,80.56
AGX00002260,AGT0042,POL0000935,Renewal,2025-12-25,0.16,35.0
AGX00002261,AGT0073,POL0000136,New Business,2026-07-19,0.23,59.94
AGX00002262,AGT0125,POL0003928,Renewal,2025-11-26,0.16,256.66
AGX00002263,AGT0146,POL0004302,Renewal,2026-01-17,0.18,301.92
AGX00002264,AGT0069,POL0003763,Renewal,2025-09-21,0.16,178.2
AGX00002265,AGT0026,POL0003845,New Business,2024-05-18,0.23,361.64
AGX00002266,AGT0086,POL0002718,Renewal,2023-10-01,0.09,141.12
AGX00002267,AGT0014,POL0003045,New Business,2026-08-06,0.19,128.64
AGX00002268,AGT0042,POL0000537,New Business,2024-09-15,0.25,201.17
AGX00002269,AGT0060,POL0000354,Renewal,2025-11-30,0.19,73.7
AGX00002270,AGT0045,POL0003051,Renewal,2023-01-17,0.16,246.98
AGX00002271,AGT0077,POL0002694,Renewal,2026-09-09,0.2,179.94
AGX00002272,AGT0046,POL0004923,Renewal,2026-09-03,0.25,180.53
AGX00002273,AGT0134,POL0002321,Renewal,2024-04-17,0.18,197.91
AGX00002274,AGT0107,POL0003013,Renewal,2026-07-03,0.11,122.2
AGX00002275,AGT0148,POL0002086,Renewal,2022-01-24,0.1,183.51
AGX00002276,AGT0066,POL0004683,Renewal,2022-04-19,0.21,100.9
AGX00002277,AGT0005,POL0003566,Renewal,2023-07-21,0.06,55.16
AGX00002278,AGT0150,POL0000913,New Business,2024-10-07,0.25,170.86
AGX00002279,AGT0135,POL0004990,New Business,2026-09-05,0.17,112.82
AGX00002280,AGT0064,POL0003352,New Business,2026-07-29,0.05,13.13
AGX00002281,AGT0043,POL0001468,Renewal,2022-11-22,0.19,340.17
AGX00002282,AGT0011,POL0003995,Renewal,2026-04-17,0.15,23.41
AGX00002283,AGT0040,POL0001433,New Business,2024-12-01,0.12,55.64
AGX00002284,AGT0112,POL0003882,New Business,2024-03-14,0.24,311.08
AGX00002285,AGT0023,POL0003811,Renewal,2026-06-19,0.08,155.09
AGX00002286,AGT0039,POL0002312,Renewal,2026-09-07,0.17,40.33
AGX00002287,AGT0136,POL0000703,Renewal,2021-11-23,0.2,282.45
AGX00002288,AGT0111,POL0003461,New Business,2024-10-21,0.14,142.46
AGX00002289,AGT0106,POL0003156,Renewal,2025-07-07,0.1,72.28
AGX00002290,AGT0146,POL0003319,Renewal,2021-05-03,0.21,247.58
AGX00002291,AGT0009,POL0000261,New Business,2026-04-24,0.08,128.75
AGX00002292,AGT0057,POL0001736,Renewal,2026-07-19,0.09,150.16
AGX00002293,AGT0125,POL0000529,Renewal,2026-03-17,0.19,192.07
AGX00002294,AGT0103,POL0004080,Renewal,2026-06-06,0.11,148.68
AGX00002295,AGT0026,POL0004501,New Business,2026-06-30,0.14,238.92
AGX00002296,AGT0150,POL0000955,New Business,2024-02-13,0.19,275.32
AGX00002297,AGT0051,POL0003575,Renewal,2024-07-06,0.24,181.08
AGX00002298,AGT0090,POL0002378,New Business,2021-11-15,0.2,300.21
AGX00002299,AGT0010,POL0003986,Renewal,2024-10-07,0.23,151.9
AGX00002300,AGT0131,POL0001340,Renewal,2025-10-04,0.16,123.58
AGX00002301,AGT0111,POL0000841,Renewal,2024-05-30,0.23,345.99
AGX00002302,AGT0064,POL0004856,Renewal,2025-05-20,0.17,285.15
AGX00002303,AGT0068,POL0004752,New Business,2026-01-19,0.18,301.74
AGX00002304,AGT0054,POL0000602,Renewal,2021-12-07,0.18,90.59
AGX00002305,AGT0005,POL0000120,New Business,2026-04-04,0.19,98.52
AGX00002306,AGT0040,POL0002966,Renewal,2025-07-16,0.12,75.44
AGX00002307,AGT0112,POL0001192,Renewal,2024-09-01,0.06,3.9
AGX00002308,AGT0107,POL0000699,New Business,2025-01-14,0.25,468.94
AGX00002309,AGT0016,POL0002765,Renewal,2026-04-22,0.22,173.05
AGX00002310,AGT0028,POL0004226,Renewal,2024-04-21,0.14,185.71
AGX00002311,AGT0108,POL0004895,Renewal,2026-06-09,0.22,98.28
AGX00002312,AGT0066,POL0000625,Renewal,2025-12-18,0.24,219.53
AGX00002313,AGT0008,POL0003878,New Business,2025-05-06,0.19,104.85
AGX00002314,AGT0127,POL0002013,New Business,2025-12-04,0.19,127.54
AGX00002315,AGT0004,POL0001254,Renewal,2023-09-04,0.23,206.48
AGX00002316,AGT0139,POL0004844,Renewal,2022-08-21,0.06,8.02
AGX00002317,AGT0039,POL0000388,Renewal,2026-08-12,0.14,159.22
AGX00002318,AGT0014,POL0000175,Renewal,2026-06-01,0.18,140.13
AGX00002319,AGT0056,POL0003185,New Business,2025-02-22,0.13,206.63
AGX00002320,AGT0135,POL0004194,Renewal,2025-11-14,0.22,367.54
AGX00002321,AGT0043,POL0001547,New Business,2024-05-16,0.07,14.9
AGX00002322,AGT0077,POL0001593,Renewal,2024-04-18,0.08,45.26
AGX00002323,AGT0122,POL0004026,Renewal,2026-07-26,0.1,101.84
AGX00002324,AGT0041,POL0004929,Renewal,2026-01-25,0.11,152.52
AGX00002325,AGT0076,POL0002596,Renewal,2025-02-10,0.16,200.73
AGX00002326,AGT0106,POL0001032,Renewal,2023-09-24,0.1,145.2
AGX00002327,AGT0076,POL0004304,Renewal,2026-09-07,0.21,174.99
AGX00002328,AGT0106,POL0004868,Renewal,2024-04-16,0.13,64.49
AGX00002329,AGT0058,POL0002764,Renewal,2025-11-05,0.07,110.64
AGX00002330,AGT0123,POL0004554,Renewal,2026-05-06,0.25,48.23
AGX00002331,AGT0134,POL0000097,New Business,2024-06-24,0.07,94.82
AGX00002332,AGT0041,POL0000961,Renewal,2023-07-23,0.2,153.38
AGX00002333,AGT0015,POL0001729,Renewal,2025-02-26,0.06,18.81
AGX00002334,AGT0012,POL0002728,Renewal,2026-04-10,0.21,270.91
AGX00002335,AGT0027,POL0000050,Renewal,2025-12-22,0.06,59.32
AGX00002336,AGT0003,POL0000362,New Business,2025-06-11,0.22,127.68
AGX00002337,AGT0101,POL0002739,New Business,2025-05-07,0.12,197.0
AGX00002338,AGT0137,POL0002310,New Business,2024-07-08,0.24,469.42
AGX00002339,AGT0124,POL0003202,New Business,2025-08-10,0.24,422.49
AGX00002340,AGT0037,POL0000548,New Business,2025-10-27,0.06,83.08
AGX00002341,AGT0074,POL0001135,New Business,2025-03-03,0.08,83.63
AGX00002342,AGT0033,POL0003599,New Business,2023-06-26,0.09,88.25
AGX00002343,AGT0126,POL0001318,Renewal,2024-01-30,0.11,91.84
AGX00002344,AGT0006,POL0003915,Renewal,2025-10-05,0.16,291.91
AGX00002345,AGT0148,POL0002086,Renewal,2025-04-27,0.05,91.76
AGX00002346,AGT0108,POL0003522,New Business,2024-11-25,0.14,192.8
AGX00002347,AGT0068,POL0000853,New Business,2024-07-26,0.14,270.15
AGX00002348,AGT0120,POL0004096,Renewal,2026-07-30,0.11,7.33
AGX00002349,AGT0104,POL0003328,Renewal,2026-04-15,0.1,71.7
AGX00002350,AGT0022,POL0001611,Renewal,2026-06-19,0.07,106.38
AGX00002351,AGT0019,POL0003785,New Business,2025-02-23,0.06,36.97
AGX00002352,AGT0097,POL0003335,Renewal,2023-03-10,0.2,186.82
AGX00002353,AGT0139,POL0004539,Renewal,2024-04-27,0.07,29.17
AGX00002354,AGT0012,POL0004223,New Business,2026-08-19,0.09,87.16
AGX00002355,AGT0132,POL0002306,New Business,2026-02-18,0.22,61.69
AGX00002356,AGT0127,POL0003372,New Business,2025-02-15,0.18,51.16
AGX00002357,AGT0101,POL0000881,New Business,2024-08-04,0.09,31.54
AGX00002358,AGT0136,POL0000691,Renewal,2024-09-20,0.16,30.96
AGX00002359,AGT0049,POL0003752,Renewal,2025-07-19,0.16,176.77
AGX00002360,AGT0128,POL0002731,New Business,2026-03-10,0.25,104.65
AGX00002361,AGT0083,POL0000095,Renewal,2024-07-10,0.07,129.19
AGX00002362,AGT0019,POL0003001,Renewal,2025-05-19,0.19,41.05
AGX00002363,AGT0031,POL0002159,Renewal,2026-07-04,0.13,146.75
